House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Address,Is Retired,Is Unemployed,Is Student,Major Religions
27,Spencer Avenue,Keith,Cunningham,40,Head,Single,M,Environmental consultant,None,Methodist,"27, Spencer Avenue",0,0,0,Christian
27,Spencer Avenue,Yvonne,James,36,None,Single,F,Fast food restaurant manager,None,None,"27, Spencer Avenue",0,0,0,Unknown
27,Spencer Avenue,George,Smith,29,None,Single,M,Broadcast engineer,None,None,"27, Spencer Avenue",0,0,0,Unknown
27,Spencer Avenue,Alex,James,20,None,Divorced,M,Water quality scientist,None,None,"27, Spencer Avenue",0,0,0,Unknown
28,Spencer Avenue,Trevor,Spencer,43,Head,Married,M,Location manager,None,Muslim,"28, Spencer Avenue",0,0,0,Muslim
28,Spencer Avenue,Eleanor,Spencer,41,Wife,Married,F,Research scientist (medical),None,None,"28, Spencer Avenue",0,0,0,Unknown
28,Spencer Avenue,Brett,Spencer,12,Son,Ineligible,M,Student,None,,"28, Spencer Avenue",0,0,1,Ineligible
29,Spencer Avenue,Lynne,James,83,Head,Married,F,Retired Prison officer,None,Christian,"29, Spencer Avenue",1,0,0,Christian
29,Spencer Avenue,Jonathan,James,84,Husband,Married,M,"Retired Psychologist, occupational",None,Christian,"29, Spencer Avenue",1,0,0,Christian
30,Spencer Avenue,Joel,Ward,38,Head,Single,M,Geophysical data processor,None,Catholic,"30, Spencer Avenue",0,0,0,Christian
31,Spencer Avenue,Rosemary,Turner,30,Head,Single,F,Fashion designer,None,Catholic,"31, Spencer Avenue",0,0,0,Christian
31,Spencer Avenue,Eric,Turner,1,Son,Ineligible,M,Child,None,,"31, Spencer Avenue",0,0,0,Ineligible
31,Spencer Avenue,Amelia,Turner,0,Daughter,Ineligible,F,Child,None,,"31, Spencer Avenue",0,0,0,Ineligible
32,Spencer Avenue,Sylvia,Holmes,31,Head,Married,F,Legal executive,None,Christian,"32, Spencer Avenue",0,0,0,Christian
32,Spencer Avenue,Liam,Holmes,35,Husband,Married,M,Naval architect,None,None,"32, Spencer Avenue",0,0,0,Unknown
32,Spencer Avenue,Jenna,Holmes,9,Daughter,Ineligible,F,Student,None,,"32, Spencer Avenue",0,0,1,Ineligible
32,Spencer Avenue,Fiona,Holmes,7,Daughter,Ineligible,F,Student,None,,"32, Spencer Avenue",0,0,1,Ineligible
33,Spencer Avenue,Owen,Shaw,45,Head,Single,M,"Horticulturist, commercial",None,Christian,"33, Spencer Avenue",0,0,0,Christian
34,Spencer Avenue,Alice,Palmer,30,Head,Divorced,F,Unemployed,None,None,"34, Spencer Avenue",0,1,0,Unknown
34,Spencer Avenue,Norman,Palmer,5,Son,Ineligible,M,Student,None,,"34, Spencer Avenue",0,0,1,Ineligible
35,Spencer Avenue,Sara,Moore,24,Head,Single,F,Recycling officer,None,None,"35, Spencer Avenue",0,0,0,Unknown
35,Spencer Avenue,Mathew,Collins,29,Partner,Single,M,Chiropractor,None,None,"35, Spencer Avenue",0,0,0,Unknown
36,Spencer Avenue,Holly,Black,49,Head,Married,F,Advertising art director,None,Muslim,"36, Spencer Avenue",0,0,0,Muslim
36,Spencer Avenue,Frederick,Black,53,Husband,Married,M,"Editor, magazine features",None,Muslim,"36, Spencer Avenue",0,0,0,Muslim
36,Spencer Avenue,Jenna,Black,13,Daughter,Ineligible,F,Student,None,,"36, Spencer Avenue",0,0,1,Ineligible
37,Spencer Avenue,Ian,Hart,32,Head,Married,M,"Engineer, broadcasting (operations)",None,Christian,"37, Spencer Avenue",0,0,0,Christian
37,Spencer Avenue,Abbie,Hart,33,Wife,Married,F,Fashion designer,None,None,"37, Spencer Avenue",0,0,0,Unknown
37,Spencer Avenue,Sam,Hart,5,Step-Son,Ineligible,M,Student,None,,"37, Spencer Avenue",0,0,1,Ineligible
37,Spencer Avenue,Gordon,Morgan,53,Lodger,Single,M,Homeopath,None,Catholic,"37, Spencer Avenue",0,0,0,Christian
38,Spencer Avenue,Eileen,Chapman,34,Head,Single,F,Farm manager,None,None,"38, Spencer Avenue",0,0,0,Unknown
38,Spencer Avenue,Max,Williams,36,Partner,Single,M,Medical secretary,None,None,"38, Spencer Avenue",0,0,0,Unknown
39,Spencer Avenue,Kelly,Hartley,48,Head,Single,F,"Psychologist, educational",None,None,"39, Spencer Avenue",0,0,0,Unknown
39,Spencer Avenue,Allan,Pearce,52,Partner,Single,M,"Engineer, land",None,None,"39, Spencer Avenue",0,0,0,Unknown
39,Spencer Avenue,Shannon,Hartley,23,Daughter,Single,F,Fish farm manager,None,None,"39, Spencer Avenue",0,0,0,Unknown
39,Spencer Avenue,Paula,Hartley,17,Daughter,Ineligible,F,Student,None,,"39, Spencer Avenue",0,0,1,Ineligible
39,Spencer Avenue,Ryan,Hartley,15,Son,Ineligible,M,Student,None,,"39, Spencer Avenue",0,0,1,Ineligible
40,Spencer Avenue,Dean,Fitzgerald,53,Head,Single,M,Research scientist (medical),None,None,"40, Spencer Avenue",0,0,0,Unknown
40,Spencer Avenue,Kerry,Barnes,53,Partner,Single,F,Applications developer,None,None,"40, Spencer Avenue",0,0,0,Unknown
41,Spencer Avenue,Ruth,Day,41,Head,Married,F,Museum/gallery exhibitions officer,None,Christian,"41, Spencer Avenue",0,0,0,Christian
41,Spencer Avenue,Dennis,Hudson,45,Husband,Married,M,Science writer,None,Christian,"41, Spencer Avenue",0,0,0,Christian
41,Spencer Avenue,Scott,Day,3,Son,Ineligible,M,Child,None,,"41, Spencer Avenue",0,0,0,Ineligible
42,Spencer Avenue,Mohammad,Hughes,25,Head,Widowed,M,Unemployed,None,None,"42, Spencer Avenue",0,1,0,Unknown
43,Spencer Avenue,Cheryl,White,70,Head,Married,F,Retired Chiropodist,None,Muslim,"43, Spencer Avenue",1,0,0,Muslim
43,Spencer Avenue,Allan,White,72,Husband,Married,M,"Retired Accountant, chartered certified",None,Muslim,"43, Spencer Avenue",1,0,0,Muslim
44,Spencer Avenue,Jean,Cox,53,Head,Married,F,Chief Financial Officer,None,Christian,"44, Spencer Avenue",0,0,0,Christian
44,Spencer Avenue,Damien,Cox,53,Husband,Married,M,Photographer,None,None,"44, Spencer Avenue",0,0,0,Unknown
45,Spencer Avenue,Bethan,Smith,47,Head,Married,F,Warehouse manager,None,None,"45, Spencer Avenue",0,0,0,Unknown
45,Spencer Avenue,Anthony,Smith,49,Husband,Married,M,Textile designer,None,None,"45, Spencer Avenue",0,0,0,Unknown
45,Spencer Avenue,Andrew,Smith,20,Son,Single,M,University Student,None,None,"45, Spencer Avenue",0,0,1,Unknown
45,Spencer Avenue,James,Smith,18,Son,Single,M,Student,None,None,"45, Spencer Avenue",0,0,1,Unknown
45,Spencer Avenue,Heather,Smith,14,Daughter,Ineligible,F,Student,None,,"45, Spencer Avenue",0,0,1,Ineligible
46,Spencer Avenue,Paige,Collins,53,Head,Single,F,Theatre director,None,Christian,"46, Spencer Avenue",0,0,0,Christian
46,Spencer Avenue,Molly,Booth,36,None,Divorced,F,Pathologist,None,Catholic,"46, Spencer Avenue",0,0,0,Christian
46,Spencer Avenue,Molly,Nash,51,None,Single,F,Film/video editor,None,Christian,"46, Spencer Avenue",0,0,0,Christian
47,Spencer Avenue,Linda,Long,72,Head,Widowed,F,Retired Orthoptist,None,None,"47, Spencer Avenue",1,0,0,Unknown
48,Spencer Avenue,Benjamin,Lewis,68,Head,Widowed,M,Unemployed,None,None,"48, Spencer Avenue",0,1,0,Unknown
49,Spencer Avenue,Kerry,Stephenson,67,Head,Married,F,Acupuncturist,None,None,"49, Spencer Avenue",0,0,0,Unknown
49,Spencer Avenue,Neil,Stephenson,69,Husband,Married,M,Retired Health visitor,None,None,"49, Spencer Avenue",1,0,0,Unknown
1,Clementine Points,Louise,Williams,24,Head,Married,F,Oncologist,None,None,"1, Clementine Points",0,0,0,Unknown
1,Clementine Points,Owen,Williams,30,Husband,Married,M,Armed forces training and education officer,None,None,"1, Clementine Points",0,0,0,Unknown
1,Clementine Points,Colin,Williams,4,Son,Ineligible,M,Child,None,,"1, Clementine Points",0,0,0,Ineligible
2,Clementine Points,Gemma,Jones,52,Head,Single,F,"Designer, jewellery",None,Methodist,"2, Clementine Points",0,0,0,Christian
2,Clementine Points,Lee,Brown,46,None,Single,M,Medical sales representative,None,Methodist,"2, Clementine Points",0,0,0,Christian
2,Clementine Points,Patrick,Morley,23,None,Single,M,"Presenter, broadcasting",None,None,"2, Clementine Points",0,0,0,Unknown
2,Clementine Points,George,Davis,53,None,Single,M,Secondary school teacher,None,Methodist,"2, Clementine Points",0,0,0,Christian
2,Clementine Points,Christian,Lynch,62,None,Single,M,Environmental health practitioner,None,Catholic,"2, Clementine Points",0,0,0,Christian
3,Clementine Points,Arthur,Bruce,68,Head,Married,M,Retired Media buyer,None,Christian,"3, Clementine Points",1,0,0,Christian
3,Clementine Points,Kevin,Bruce,65,Husband,Married,M,Electronics engineer,None,Christian,"3, Clementine Points",0,0,0,Christian
4,Clementine Points,Nigel,Ward,66,Head,Married,M,"Investment banker, corporate",None,Christian,"4, Clementine Points",0,0,0,Christian
4,Clementine Points,Laura,Ward,61,Wife,Married,F,"Education officer, community",None,Christian,"4, Clementine Points",0,0,0,Christian
4,Clementine Points,Natasha,Ward,10,Granddaughter,Ineligible,F,Student,None,,"4, Clementine Points",0,0,1,Ineligible
4,Clementine Points,Mathew,Collins,7,Grandson,Ineligible,M,Student,None,,"4, Clementine Points",0,0,1,Ineligible
5,Clementine Points,Donald,Walker,66,Head,Married,M,"Engineer, petroleum",None,None,"5, Clementine Points",0,0,0,Unknown
5,Clementine Points,Kerry,Walker,66,Wife,Married,F,Technical sales engineer,None,None,"5, Clementine Points",0,0,0,Unknown
6,Clementine Points,Michael,Perry,38,Head,Single,M,Social researcher,None,None,"6, Clementine Points",0,0,0,Unknown
6,Clementine Points,Glenn,Oliver,40,None,Single,M,"Engineer, land",None,Christian,"6, Clementine Points",0,0,0,Christian
6,Clementine Points,Jodie,Farrell,47,None,Single,F,Radiation protection practitioner,None,None,"6, Clementine Points",0,0,0,Unknown
7,Clementine Points,Ruth,Ellis,84,Head,Widowed,F,Retired Herbalist,None,Christian,"7, Clementine Points",1,0,0,Christian
8,Clementine Points,Angela,West,57,Head,Divorced,F,Sports administrator,None,Catholic,"8, Clementine Points",0,0,0,Christian
8,Clementine Points,Gerald,West,13,Son,Ineligible,M,Student,None,,"8, Clementine Points",0,0,1,Ineligible
8,Clementine Points,Hannah,West,4,Daughter,Ineligible,F,Child,None,,"8, Clementine Points",0,0,0,Ineligible
9,Clementine Points,Ruth,Noble,35,Head,Married,F,Civil Service fast streamer,None,Christian,"9, Clementine Points",0,0,0,Christian
9,Clementine Points,Joseph,Noble,40,Husband,Married,M,Higher education lecturer,None,None,"9, Clementine Points",0,0,0,Unknown
9,Clementine Points,Dominic,Noble,5,Adopted Son,Ineligible,M,Student,None,,"9, Clementine Points",0,0,1,Ineligible
9,Clementine Points,Luke,Noble,2,Son,Ineligible,M,Child,None,,"9, Clementine Points",0,0,0,Ineligible
1,Guild Lane,Jeremy,Mann,74,Head,Married,M,"Retired Education officer, environmental",None,Christian,"1, Guild Lane",1,0,0,Christian
1,Guild Lane,Carolyn,Mann,72,Wife,Married,F,Retired Agricultural consultant,None,Christian,"1, Guild Lane",1,0,0,Christian
2,Guild Lane,Joshua,Chambers,35,Head,Single,M,Technical author,None,Christian,"2, Guild Lane",0,0,0,Christian
3,Guild Lane,Lynda,Wright,78,Head,Widowed,F,Retired Forensic psychologist,None,Christian,"3, Guild Lane",1,0,0,Christian
4,Guild Lane,Mary,Stevens,42,Head,Single,F,Unemployed,None,Christian,"4, Guild Lane",0,1,0,Christian
4,Guild Lane,Jenna,Stevens,17,Daughter,Ineligible,F,Student,None,,"4, Guild Lane",0,0,1,Ineligible
4,Guild Lane,Scott,Stevens,13,Son,Ineligible,M,Student,None,,"4, Guild Lane",0,0,1,Ineligible
5,Guild Lane,Rosie,Knowles,46,Head,Married,F,"Education officer, community",None,None,"5, Guild Lane",0,0,0,Unknown
5,Guild Lane,Abdul,Knowles,51,Husband,Married,M,Technical sales engineer,None,None,"5, Guild Lane",0,0,0,Unknown
5,Guild Lane,Albert,Knowles,12,Son,Ineligible,M,Student,None,,"5, Guild Lane",0,0,1,Ineligible
6,Guild Lane,Georgina,Booth,40,Head,Single,F,Unemployed,None,Methodist,"6, Guild Lane",0,1,0,Christian
6,Guild Lane,Callum,Booth,3,Son,Ineligible,M,Child,None,,"6, Guild Lane",0,0,0,Ineligible
6,Guild Lane,Maurice,Booth,1,Son,Ineligible,M,Child,None,,"6, Guild Lane",0,0,0,Ineligible
7,Guild Lane,Leigh,Mason,30,Head,Married,M,Lobbyist,None,Christian,"7, Guild Lane",0,0,0,Christian
7,Guild Lane,Linda,Mason,28,Wife,Married,F,IT consultant,None,Christian,"7, Guild Lane",0,0,0,Christian
7,Guild Lane,Gregory,Reynolds,19,Lodger,Single,M,University Student,None,None,"7, Guild Lane",0,0,1,Unknown
8,Guild Lane,Robert,Dixon,51,Head,Divorced,M,Unemployed,None,Christian,"8, Guild Lane",0,1,0,Christian
9,Guild Lane,Michael,Pearson,93,Head,Widowed,M,Retired Herpetologist,None,Christian,"9, Guild Lane",1,0,0,Christian
10,Guild Lane,Barry,Morris,54,Head,Married,M,Logistics and distribution manager,None,None,"10, Guild Lane",0,0,0,Unknown
10,Guild Lane,Ellie,Morris,44,Wife,Married,F,"Scientist, marine",None,None,"10, Guild Lane",0,0,0,Unknown
11,Guild Lane,Leonard,Owens,77,Head,Widowed,M,Retired Pension scheme manager,None,Methodist,"11, Guild Lane",1,0,0,Christian
12,Guild Lane,Kelly,Knight,44,Head,Single,F,Unemployed,None,Methodist,"12, Guild Lane",0,1,0,Christian
13,Guild Lane,Kate,Brooks,65,Head,Widowed,F,Location manager,None,None,"13, Guild Lane",0,0,0,Unknown
14,Guild Lane,Kayleigh,Byrne,25,Head,Divorced,F,Occupational hygienist,None,None,"14, Guild Lane",0,0,0,Unknown
15,Guild Lane,Diane,Walton,62,Head,Single,F,Freight forwarder,None,Catholic,"15, Guild Lane",0,0,0,Christian
16,Guild Lane,Shirley,Thompson,20,Head,Single,F,University Student,None,None,"16, Guild Lane",0,0,1,Unknown
17,Guild Lane,Lorraine,Marshall,31,Head,Divorced,F,Unemployed,None,Christian,"17, Guild Lane",0,1,0,Christian
18,Guild Lane,Joe,Knowles,79,Head,Single,M,"Retired Surveyor, quantity",None,Muslim,"18, Guild Lane",1,0,0,Muslim
19,Guild Lane,Rita,Rogers,73,Head,Married,F,Retired Health physicist,None,None,"19, Guild Lane",1,0,0,Unknown
19,Guild Lane,Abdul,Rogers,76,Husband,Married,M,"Retired Civil engineer, consulting",None,None,"19, Guild Lane",1,0,0,Unknown
20,Guild Lane,Anthony,Barker,72,Head,Widowed,M,Retired Public house manager,None,Methodist,"20, Guild Lane",1,0,0,Christian
21,Guild Lane,Joan,Williams,53,Head,Single,F,Network engineer,None,Christian,"21, Guild Lane",0,0,0,Christian
21,Guild Lane,Karl,Davies,58,Partner,Single,M,Art therapist,None,Christian,"21, Guild Lane",0,0,0,Christian
22,Guild Lane,Christopher,Humphries,63,Head,Single,M,Forensic scientist,None,Christian,"22, Guild Lane",0,0,0,Christian
23,Guild Lane,Janet,Nicholls,66,Head,Widowed,F,Information systems manager,None,Methodist,"23, Guild Lane",0,0,0,Christian
24,Guild Lane,Alexander,Simpson,30,Head,Married,M,Television/film/video producer,None,Methodist,"24, Guild Lane",0,0,0,Christian
24,Guild Lane,Linda,Simpson,28,Wife,Married,F,Investment analyst,None,Methodist,"24, Guild Lane",0,0,0,Christian
25,Guild Lane,Barbara,Palmer,75,Head,Widowed,F,Unemployed,None,None,"25, Guild Lane",0,1,0,Unknown
26,Guild Lane,Shannon,Johnson,98,Head,Married,F,Retired Clinical biochemist,Mental Disability,None,"26, Guild Lane",1,0,0,Unknown
26,Guild Lane,Jordan,Johnson,106,Husband,Married,M,Retired Quality manager,None,None,"26, Guild Lane",1,0,0,Unknown
27,Guild Lane,Arthur,Mills,78,Head,Widowed,M,Retired Event organiser,None,Christian,"27, Guild Lane",1,0,0,Christian
28,Guild Lane,Kate,Brennan,56,Head,Married,F,Unemployed,None,Catholic,"28, Guild Lane",0,1,0,Christian
28,Guild Lane,Damian,Brennan,57,Husband,Married,M,Fast food restaurant manager,None,None,"28, Guild Lane",0,0,0,Unknown
28,Guild Lane,Abbie,Brennan,1,Daughter,Ineligible,F,Child,None,,"28, Guild Lane",0,0,0,Ineligible
29,Guild Lane,Josephine,Andrews,55,Head,Married,F,Chief Financial Officer,None,Christian,"29, Guild Lane",0,0,0,Christian
29,Guild Lane,Gerald,Andrews,57,Husband,Married,M,Tourist information centre manager,None,Christian,"29, Guild Lane",0,0,0,Christian
29,Guild Lane,Craig,Andrews,31,Son,Single,M,Operational investment banker,None,Christian,"29, Guild Lane",0,0,0,Christian
30,Guild Lane,Brenda,Williamson,61,Head,Single,F,Museum/gallery exhibitions officer,None,Christian,"30, Guild Lane",0,0,0,Christian
31,Guild Lane,Eric,Walker,19,Head,Single,M,University Student,None,None,"31, Guild Lane",0,0,1,Unknown
32,Guild Lane,Linda,Hammond,76,Head,Widowed,F,Retired Hydrographic surveyor,None,Christian,"32, Guild Lane",1,0,0,Christian
32,Guild Lane,Charlie,Hammond,43,Son,Single,M,Risk analyst,None,Christian,"32, Guild Lane",0,0,0,Christian
33,Guild Lane,Sally,Brady,34,Head,Married,F,Youth worker,None,Sikh,"33, Guild Lane",0,0,0,Sikh
33,Guild Lane,Ronald,Brady,40,Husband,Married,M,Occupational psychologist,None,Sikh,"33, Guild Lane",0,0,0,Sikh
33,Guild Lane,Jeremy,Brady,3,Son,Ineligible,M,Child,None,,"33, Guild Lane",0,0,0,Ineligible
34,Guild Lane,Terry,Palmer,40,Head,Single,M,Pathologist,None,Catholic,"34, Guild Lane",0,0,0,Christian
34,Guild Lane,Joan,Gibson,35,Partner,Single,F,Commissioning editor,None,Catholic,"34, Guild Lane",0,0,0,Christian
35,Guild Lane,Martin,Walton,21,Head,Divorced,M,University Student,None,Muslim,"35, Guild Lane",0,0,1,Muslim
36,Guild Lane,Vanessa,Patel,40,Head,Married,F,"Administrator, arts",None,Catholic,"36, Guild Lane",0,0,0,Christian
36,Guild Lane,Vincent,Patel,38,Husband,Married,M,Office manager,None,Catholic,"36, Guild Lane",0,0,0,Christian
36,Guild Lane,Carol,Patel,10,Daughter,Ineligible,F,Student,None,,"36, Guild Lane",0,0,1,Ineligible
37,Guild Lane,Antony,Powell,19,Head,Single,M,University Student,None,None,"37, Guild Lane",0,0,1,Unknown
37,Guild Lane,Gail,Pearce,50,None,Single,F,Lobbyist,None,Christian,"37, Guild Lane",0,0,0,Christian
37,Guild Lane,Holly,Stevenson,46,None,Single,F,"Surveyor, rural practice",None,Christian,"37, Guild Lane",0,0,0,Christian
38,Guild Lane,Alice,Hutchinson,46,Head,Married,F,Ergonomist,None,Christian,"38, Guild Lane",0,0,0,Christian
38,Guild Lane,Alexander,Hutchinson,47,Husband,Married,M,Chartered accountant,None,Christian,"38, Guild Lane",0,0,0,Christian
38,Guild Lane,Justin,Walsh-Hutchinson,15,Son,Ineligible,M,Student,None,,"38, Guild Lane",0,0,1,Ineligible
39,Guild Lane,Deborah,Dodd,61,Head,Single,F,Private music teacher,None,Christian,"39, Guild Lane",0,0,0,Christian
39,Guild Lane,Connor,Wilson-Dodd,23,Son,Single,M,"Scientist, research (physical sciences)",None,None,"39, Guild Lane",0,0,0,Unknown
39,Guild Lane,Bethany,Wilson-Dodd,16,Daughter,Ineligible,F,Student,None,,"39, Guild Lane",0,0,1,Ineligible
40,Guild Lane,Sheila,Davidson,89,Head,Divorced,F,Retired Cartographer,None,Christian,"40, Guild Lane",1,0,0,Christian
1,Cancerpath Drive,Amy,Baker,71,Head,Married,F,"Retired Designer, ceramics/pottery",None,Christian,"1, Cancerpath Drive",1,0,0,Christian
1,Cancerpath Drive,Amelia,Baker,72,Wife,Married,F,Retired Industrial/product designer,None,Christian,"1, Cancerpath Drive",1,0,0,Christian
2,Cancerpath Drive,Marion,Fisher,62,Head,Married,F,Health physicist,None,Christian,"2, Cancerpath Drive",0,0,0,Christian
2,Cancerpath Drive,Nathan,Fisher,69,Husband,Married,M,Retired Sports administrator,None,Christian,"2, Cancerpath Drive",1,0,0,Christian
2,Cancerpath Drive,Tina,Fisher,32,Daughter,Single,F,Clinical embryologist,None,Christian,"2, Cancerpath Drive",0,0,0,Christian
2,Cancerpath Drive,Lauren,Fisher,28,Daughter,Single,F,Unemployed,None,Christian,"2, Cancerpath Drive",0,1,0,Christian
2,Cancerpath Drive,Caroline,Smith,24,Daughter,Single,F,Public librarian,None,Christian,"2, Cancerpath Drive",0,0,0,Christian
3,Cancerpath Drive,Marian,Edwards,52,Head,Married,F,Civil Service fast streamer,None,None,"3, Cancerpath Drive",0,0,0,Unknown
3,Cancerpath Drive,Alan,Edwards,54,Husband,Married,M,Textile designer,None,None,"3, Cancerpath Drive",0,0,0,Unknown
4,Cancerpath Drive,Marilyn,Andrews,54,Head,Married,F,"Biochemist, clinical",None,Christian,"4, Cancerpath Drive",0,0,0,Christian
4,Cancerpath Drive,Samuel,Andrews,59,Husband,Married,M,Animal nutritionist,None,None,"4, Cancerpath Drive",0,0,0,Unknown
4,Cancerpath Drive,Neil,Jones,28,Son,Divorced,M,"Therapist, art",None,None,"4, Cancerpath Drive",0,0,0,Unknown
4,Cancerpath Drive,Norman,Jones,28,Son,Divorced,M,International aid/development worker,None,Christian,"4, Cancerpath Drive",0,0,0,Christian
5,Cancerpath Drive,Molly,Lamb,40,Head,Divorced,F,"Chemist, analytical",None,Catholic,"5, Cancerpath Drive",0,0,0,Christian
5,Cancerpath Drive,Ellie,Lamb,4,Daughter,Ineligible,F,Child,None,,"5, Cancerpath Drive",0,0,0,Ineligible
